Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	101273.575	101273.575	101273.575	101273.575	0	0	0	490.82	0	0	3
2	2	0	0.05	101273.235	101273.405	101273.235	101273.575	0.16988799	0	0	150.884	0	0	3
3	2	0	0.075	101273.326	101273.379	101273.235	101273.575	0.19602896	0	0	131.562	0	0	3
4	2	0	0.1	101273.472	101273.402	101273.235	101273.575	0.19602896	0	0	133.385	0	0	3
5	3	0	0.125	101273.53	101273.428	101273.235	101273.575	0.19602896	0	0	133.093	0	0	3
6	3	0	0.15	101273.57	101273.451	101273.235	101273.575	0.19602896	0	0	131.73	0	0	3
7	3	0	0.175	101273.569	101273.468	101273.235	101273.575	0.19602896	0	0	130.131	0	0	3
8	4	0	0.2	101273.59	101273.483	101273.235	101273.59	0.19602896	0	0	128.529	0	0	3
9	4	0	0.225	101273.579	101273.494	101273.235	101273.59	0.19602896	0	0	127.109	0	0	3
10	4	0	0.25	101273.597	101273.504	101273.235	101273.597	0.19602896	0	0	126.238	0	0	3
11	5	0	0.275	101273.586	101273.512	101273.235	101273.597	0.19602896	0	0	125.944	0	0	3
12	5	0	0.3	101273.587	101273.518	101273.235	101273.597	0.19602896	0	0	125.789	0	0	3
13	5	0	0.325	101273.579	101273.523	101273.235	101273.597	0.19602896	0	0	125.779	0	0	3
14	6	0	0.35	101273.58	101273.527	101273.235	101273.597	0.19602896	0	0	125.742	0	0	3
15	6	0	0.375	101273.576	101273.53	101273.235	101273.597	0.19602896	0	0	125.816	0	0	3
16	6	0	0.4	101273.575	101273.533	101273.235	101273.597	0.19602896	0	0	125.804	0	0	3
17	6	0	0.425	101273.575	101273.535	101273.235	101273.597	0.19602896	0	0	125.89	0	0	3
18	7	0	0.45	101273.578	101273.538	101273.235	101273.597	0.19602896	0	0	125.878	0	0	3
19	7	0	0.475	101273.575	101273.54	101273.235	101273.597	0.19602896	0	0	125.941	0	0	3
20	7	0	0.5	101273.576	101273.542	101273.235	101273.597	0.19602896	0	0	125.985	0	0	3
21	8	0	0.525	101273.575	101273.542	101273.235	101273.597	0.16294056	0	0	126.03	0	0	3
22	8	0	0.55	101273.576	101273.559	101273.326	101273.597	0.180023865	0	0	126.038	0	0	3
23	8	0	0.575	101273.575	101273.571	101273.472	101273.597	0.12525067	0	0	126.077	0	0	3
24	8	0	0.6	101273.576	101273.576	101273.53	101273.597	0.0670961327	0	0	126.081	0	0	3
25	9	0	0.625	101273.576	101273.578	101273.569	101273.597	0.0286545057	0	0	126.115	0	0	3
26	9	0	0.65	101273.577	101273.579	101273.569	101273.597	0.0286545057	0	0	126.119	0	0	3
27	9	0	0.675	101273.578	101273.579	101273.575	101273.597	0.0225311429	0	0	126.205	0	0	3
28	10	0	0.7	101273.58	101273.579	101273.575	101273.597	0.0225311429	0	0	126.351	0	0	3
29	10	0	0.725	101273.581	101273.579	101273.575	101273.597	0.0225311429	0	0	126.474	0	0	3
30	10	0	0.75	101273.583	101273.578	101273.575	101273.587	0.0123797508	0	0	126.594	0	0	3
31	11	0	0.775	101273.584	101273.578	101273.575	101273.587	0.0123797508	0	0	126.66	0	0	3
32	11	0	0.8	101273.585	101273.578	101273.575	101273.585	0.0102826853	0	0	126.725	0	0	3
33	11	0	0.825	101273.586	101273.578	101273.575	101273.586	0.0111934575	0	0	126.782	0	0	3
34	11	0	0.85	101273.587	101273.579	101273.575	101273.587	0.0122820173	0	0	126.837	0	0	3
35	12	0	0.875	101273.588	101273.579	101273.575	101273.588	0.0132772275	0	0	126.883	0	0	3
36	12	0	0.9	101273.589	101273.58	101273.575	101273.589	0.0138495063	0	0	126.917	0	0	3
37	12	0	0.925	101273.59	101273.581	101273.575	101273.59	0.01490341	0	0	126.943	0	0	3
38	13	0	0.95	101273.591	101273.581	101273.575	101273.591	0.0159257994	0	0	126.974	0	0	3
39	13	0	0.975	101273.591	101273.582	101273.575	101273.591	0.0164485561	0	0	126.998	0	0	3
40	13	0	1	101273.592	101273.583	101273.575	101273.592	0.017084843	0.0351534575	100	127.026	0	0	3
41	14	0	1.025	101273.592	101273.584	101273.575	101273.592	0.0172626014	0.0351534575	100	127.041	0	0	3
42	14	0	1.05	101273.593	101273.585	101273.575	101273.593	0.0135843772	0.0351534575	100	127.06	0	0	3
43	14	0	1.075	101273.594	101273.586	101273.576	101273.594	0.00934522592	0.0351534575	100	127.073	0	0	3
44	15	0	1.1	101273.594	101273.586	101273.576	101273.594	0.00976066021	0.0351534575	100	127.09	0	0	3
45	15	0	1.125	101273.595	101273.587	101273.576	101273.595	0.00892688631	0.0351534575	100	127.102	0	0	3
46	15	0	1.15	101273.595	101273.588	101273.577	101273.595	0.00984221196	0.0351534575	100	127.118	0	0	3
47	16	0	1.175	101273.595	101273.589	101273.578	101273.595	0.0107119199	0.0351534575	100	127.13	0	0	3
48	16	0	1.2	101273.595	101273.589	101273.58	101273.595	0.0115432006	0.0351534575	100	127.146	0	0	3
49	16	0	1.225	101273.595	101273.59	101273.581	101273.595	0.0122815011	0.0351534575	100	127.158	0	0	3
50	16	0	1.25	101273.595	101273.591	101273.583	101273.595	0.0126408811	0.0351534575	100	127.174	0	0	3
51	17	0	1.275	101273.595	101273.591	101273.584	101273.595	0.0114862699	0.0351534575	100	127.185	0	0	3
52	17	0	1.3	101273.596	101273.592	101273.585	101273.596	0.0105422416	0.0351534575	100	127.199	0	0	3
53	17	0	1.325	101273.596	101273.593	101273.586	101273.596	0.00969356891	0.0351534575	100	127.208	0	0	3
54	18	0	1.35	101273.596	101273.593	101273.587	101273.596	0.00871686253	0.0351534575	100	127.223	0	0	3
55	18	0	1.375	101273.596	101273.593	101273.588	101273.596	0.00776446171	0.0351534575	100	127.231	0	0	3
56	18	0	1.4	101273.596	101273.594	101273.589	101273.596	0.00746118999	0.0351534575	100	127.243	0	0	3
57	18	0	1.425	101273.596	101273.594	101273.59	101273.596	0.00640728633	0.0351534575	100	127.252	0	0	3
58	19	0	1.45	101273.596	101273.594	101273.591	101273.596	0.0053848969	0.0351534575	100	127.265	0	0	3
59	19	0	1.475	101273.596	101273.595	101273.591	101273.596	0.00495305296	0.0351534575	100	127.273	0	0	3
60	19	0	1.5	101273.596	101273.595	101273.592	101273.596	0.00454331074	0.0351534575	100	127.282	0	0	3
61	20	0	1.525	101273.597	101273.595	101273.592	101273.597	0.00432345411	0.0351534575	100	127.289	0	0	3
