Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	306.796164	306.796164	306.796164	306.796164	0	0	0	24.8705	0	0	3
2	2	0	0.05	316.06286	311.429512	306.796164	316.06286	4.63334803	0	0	45.9503	0	0	3
3	2	0	0.075	320.901167	314.58673	306.796164	320.901167	7.79056655	0	0	64.9619	0	0	3
4	2	0	0.1	323.440606	316.800199	306.796164	323.440606	10.0040354	0	0	66.338	0	0	3
5	3	0	0.125	323.848664	318.209892	306.796164	323.848664	11.4137283	0	0	79.4041	0	0	3
6	3	0	0.15	324.453936	319.250566	306.796164	324.453936	12.4544022	0	0	82.1456	0	0	3
7	3	0	0.175	325.179288	320.097526	306.796164	325.179288	13.3013625	0	0	85.9398	0	0	3
8	4	0	0.2	325.901904	320.823074	306.796164	325.901904	14.0269098	0	0	105.926	0	0	3
9	4	0	0.225	326.086619	321.407912	306.796164	326.086619	14.6117482	0	0	112.5	0	0	3
10	4	0	0.25	326.683869	321.935508	306.796164	326.683869	15.1393439	0	0	129.407	0	0	3
11	5	0	0.275	327.330581	322.425969	306.796164	327.330581	15.6298051	0	0	110.696	0	0	3
12	5	0	0.3	327.967109	322.887731	306.796164	327.967109	16.0915668	0	0	105.437	0	0	3
13	5	0	0.325	328.218833	323.297815	306.796164	328.218833	16.5016516	0	0	108.317	0	0	3
14	6	0	0.35	328.161656	323.645232	306.796164	328.218833	16.8490687	0	0	99.6122	0	0	3
15	6	0	0.375	328.095261	323.941901	306.796164	328.218833	17.1457373	0	0	100.097	0	0	3
16	6	0	0.4	328.213003	324.208845	306.796164	328.218833	17.4126812	0	0	109.104	0	0	3
17	6	0	0.425	328.087296	324.436989	306.796164	328.218833	17.6408254	0	0	121.353	0	0	3
18	7	0	0.45	328.397279	324.657005	306.796164	328.397279	17.8608415	0	0	137.645	0	0	3
19	7	0	0.475	328.734948	324.871634	306.796164	328.734948	18.07547	0	0	122.616	0	0	3
20	7	0	0.5	329.18952	325.087528	306.796164	329.18952	18.2913644	0	0	129.259	0	0	3
21	8	0	0.525	329.55052	326.225246	316.06286	329.55052	13.4876602	0	0	124.659	0	0	3
22	8	0	0.55	329.720597	326.908133	320.901167	329.720597	8.81942995	0	0	110.454	0	0	3
23	8	0	0.575	330.248171	327.375483	323.440606	330.248171	6.80756534	0	0	120.534	0	0	3
24	8	0	0.6	330.832785	327.745092	323.848664	330.832785	6.98412125	0	0	131.889	0	0	3
25	9	0	0.625	331.601991	328.132758	324.453936	331.601991	7.14805492	0	0	141.364	0	0	3
26	9	0	0.65	332.049253	328.512524	325.179288	332.049253	6.8699648	0	0	138.008	0	0	3
27	9	0	0.675	331.46274	328.826697	325.901904	332.049253	6.14734856	0	0	146.392	0	0	3
28	10	0	0.7	330.66003	329.064603	326.086619	332.049253	5.96263363	0	0	147.172	0	0	3
29	10	0	0.725	330.136095	329.267077	326.683869	332.049253	5.36538348	0	0	140.245	0	0	3
30	10	0	0.75	330.117053	329.438736	327.330581	332.049253	4.71867223	0	0	145.947	0	0	3
31	11	0	0.775	330.437098	329.594062	327.967109	332.049253	4.08214377	0	0	151.734	0	0	3
32	11	0	0.8	330.801262	329.73577	328.087296	332.049253	3.96195679	0	0	158.131	0	0	3
33	11	0	0.825	330.903336	329.869995	328.087296	332.049253	3.96195679	0	0	176.526	0	0	3
34	11	0	0.85	331.171616	330.020493	328.087296	332.049253	3.96195679	0	0	185.981	0	0	3
35	12	0	0.875	331.296783	330.180569	328.087296	332.049253	3.96195679	0	0	199.983	0	0	3
36	12	0	0.9	331.250727	330.332455	328.087296	332.049253	3.96195679	0	0	209.246	0	0	3
37	12	0	0.925	331.411853	330.498683	328.397279	332.049253	3.65197377	0	0	214.708	0	0	3
38	13	0	0.95	331.683243	330.662981	328.734948	332.049253	3.31430462	0	0	214.254	0	0	3
39	13	0	0.975	331.734198	330.812944	329.18952	332.049253	2.85973236	0	0	215.595	0	0	3
40	13	0	1	332.474649	330.9772	329.55052	332.474649	2.92412887	1.50103427	51.3	210.746	0	0	3
41	14	0	1.025	332.419631	331.120656	329.720597	332.474649	2.75405162	1.50103427	54.5	210.901	0	0	3
42	14	0	1.05	333.795373	331.324394	330.117053	333.795373	3.67832026	1.58668057	43.1	213.147	0	0	3
43	14	0	1.075	334.874433	331.555707	330.117053	334.874433	3.81061546	1.55209428	40.7	189.397	0	0	3
44	15	0	1.1	336.503722	331.791327	330.117053	336.503722	4.0462352	1.57439832	38.9	201.039	0	0	3
45	15	0	1.125	337.045296	332.087161	330.117053	337.045296	3.95440272	1.58612848	40.1	180.396	0	0	3
46	15	0	1.15	337.28758	332.357903	330.117053	337.28758	3.84537921	1.59918578	41.5	194.214	0	0	3
47	16	0	1.175	336.967644	332.592112	330.117053	337.28758	3.76541572	1.5950731	42.3	176.799	0	0	3
48	16	0	1.2	337.608566	332.884771	330.117053	337.608566	3.82016782	1.58547737	41.5	194.103	0	0	3
49	16	0	1.225	337.242712	333.198232	330.117053	337.608566	3.9311551	1.57535216	40	182.189	0	0	3
50	16	0	1.25	337.522191	333.549951	330.117053	337.608566	4.11121479	1.5595059	37.9	192.229	0	0	3
51	17	0	1.275	337.871305	333.919201	330.437098	337.871305	4.32513901	1.54201352	35.6	201.844	0	0	3
52	17	0	1.3	338.167435	334.287312	330.801262	338.167435	4.55154265	1.52375751	33.4	202.254	0	0	3
53	17	0	1.325	338.602479	334.658799	330.903336	338.602479	4.788804	1.51145133	31.5	204.476	0	0	3
54	18	0	1.35	338.596516	335.025141	331.171616	338.602479	5.00464789	1.50103427	29.9	201.855	0	0	3
55	18	0	1.375	339.004191	335.39812	331.250727	339.004191	5.21755163	1.50103427	28.7	202.332	0	0	3
56	18	0	1.4	338.700444	335.750676	331.250727	339.004191	5.41822072	1.50103427	27.7	200.206	0	0	3
57	18	0	1.425	339.067643	336.12291	331.411853	339.067643	5.62422698	1.50103427	26.6	204.15	0	0	3
58	19	0	1.45	338.913095	336.480112	331.683243	339.067643	5.81713078	1.50103427	25.8	205.676	0	0	3
59	19	0	1.475	338.56441	336.807786	331.734198	339.067643	5.99484289	1.50103427	25	205.177	0	0	3
