Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	303.15039	303.15039	303.15039	303.15039	0	0	0	24.8685	0	0	3
2	2	0	0.05	303.150948	303.150669	303.15039	303.150948	0.000278807267	0	0	45.9483	0	0	3
3	2	0	0.075	303.151683	303.151007	303.15039	303.151683	0.000616766122	0	0	64.9598	0	0	3
4	2	0	0.1	303.152492	303.151378	303.15039	303.152492	0.000988075215	0	0	66.3366	0	0	3
5	3	0	0.125	303.153385	303.15178	303.15039	303.153385	0.00138943324	0	0	79.4077	0	0	3
6	3	0	0.15	303.155038	303.152323	303.15039	303.155038	0.00193243585	0	0	82.1525	0	0	3
7	3	0	0.175	303.157185	303.153017	303.15039	303.157185	0.0026271189	0	0	85.946	0	0	3
8	4	0	0.2	303.159597	303.15384	303.15039	303.159597	0.0034495205	0	0	105.931	0	0	3
9	4	0	0.225	303.162028	303.15475	303.15039	303.162028	0.00435937591	0	0	112.504	0	0	3
10	4	0	0.25	303.164413	303.155716	303.15039	303.164413	0.00532570969	0	0	129.413	0	0	3
11	5	0	0.275	303.168007	303.156833	303.15039	303.168007	0.00644304036	0	0	110.703	0	0	3
12	5	0	0.3	303.171658	303.158069	303.15039	303.171658	0.00767841133	0	0	105.443	0	0	3
13	5	0	0.325	303.17531	303.159395	303.15039	303.17531	0.00900466105	0	0	108.323	0	0	3
14	6	0	0.35	303.179078	303.160801	303.15039	303.179078	0.0104106042	0	0	99.62	0	0	3
15	6	0	0.375	303.18287	303.162272	303.15039	303.18287	0.0118818804	0	0	100.104	0	0	3
16	6	0	0.4	303.188644	303.16392	303.15039	303.188644	0.0135301221	0	0	109.078	0	0	3
17	6	0	0.425	303.194433	303.165715	303.15039	303.194433	0.0153250123	0	0	121.327	0	0	3
18	7	0	0.45	303.199875	303.167613	303.15039	303.199875	0.0172227834	0	0	137.624	0	0	3
19	7	0	0.475	303.20518	303.16959	303.15039	303.20518	0.0191999893	0	0	122.59	0	0	3
20	7	0	0.5	303.210499	303.171636	303.15039	303.210499	0.0212454157	0	0	129.233	0	0	3
21	8	0	0.525	303.218293	303.175031	303.150948	303.218293	0.024361751	0	0	124.668	0	0	3
22	8	0	0.55	303.226104	303.178789	303.151683	303.226104	0.0277815821	0	0	110.379	0	0	3
23	8	0	0.575	303.233918	303.1829	303.152492	303.233918	0.0315220338	0	0	120.544	0	0	3
24	8	0	0.6	303.24181	303.187366	303.153385	303.24181	0.0355865746	0	0	131.9	0	0	3
25	9	0	0.625	303.249669	303.19218	303.155038	303.249669	0.0398577834	0	0	141.376	0	0	3
26	9	0	0.65	303.261743	303.197516	303.157185	303.261743	0.0444983639	0	0	138.024	0	0	3
27	9	0	0.675	303.273941	303.203353	303.159597	303.273941	0.0495137569	0	0	146.409	0	0	3
28	10	0	0.7	303.286258	303.209687	303.162028	303.286258	0.0549369669	0	0	147.195	0	0	3
29	10	0	0.725	303.298338	303.216502	303.164413	303.298338	0.0607861146	0	0	140.266	0	0	3
30	10	0	0.75	303.309917	303.223777	303.168007	303.309917	0.0669439664	0	0	145.971	0	0	3
31	11	0	0.775	303.326213	303.231688	303.171658	303.326213	0.0736189274	0	0	151.763	0	0	3
32	11	0	0.8	303.342008	303.240205	303.17531	303.342008	0.0808102151	0	0	158.166	0	0	3
33	11	0	0.825	303.357391	303.249309	303.179078	303.357391	0.088508331	0	0	176.568	0	0	3
34	11	0	0.85	303.372081	303.258959	303.18287	303.372081	0.0966871762	0	0	186.03	0	0	3
35	12	0	0.875	303.38728	303.26918	303.188644	303.38728	0.105259442	0	0	200.039	0	0	3
36	12	0	0.9	303.407402	303.280118	303.194433	303.407402	0.114402431	0	0	209.313	0	0	3
37	12	0	0.925	303.425983	303.291695	303.199875	303.425983	0.124082154	0	0	214.786	0	0	3
38	13	0	0.95	303.442644	303.303834	303.20518	303.442644	0.134243417	0	0	214.341	0	0	3
39	13	0	0.975	303.458272	303.316488	303.210499	303.458272	0.144852578	0	0	215.688	0	0	3
40	13	0	1	303.47233	303.32958	303.218293	303.47233	0.154548996	0.0415866409	26.9	210.845	0	0	3
41	14	0	1.025	303.491539	303.343242	303.226104	303.491539	0.164453517	0.0440780118	26.8	211.008	0	0	3
42	14	0	1.05	303.507757	303.357325	303.233918	303.507757	0.174424409	0.0451296785	25.8	213.267	0	0	3
43	14	0	1.075	303.52015	303.371636	303.24181	303.52015	0.184270079	0.045981012	24.9	189.531	0	0	3
44	15	0	1.1	303.535484	303.379439	303.24181	303.535484	0.192072369	0.0468749473	24.4	201.109	0	0	3
45	15	0	1.125	303.543565	303.393808	303.249669	303.543565	0.201627427	0.0475780422	23.5	180.528	0	0	3
46	15	0	1.15	303.560403	303.408605	303.261743	303.560403	0.211088996	0.0484107413	22.9	194.241	0	0	3
47	16	0	1.175	303.569668	303.423268	303.273941	303.569668	0.219914323	0.0491374069	22.3	176.94	0	0	3
48	16	0	1.2	303.577335	303.437715	303.286258	303.577335	0.228028564	0.0497676028	21.8	194.206	0	0	3
