Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	0	0	0	0	0	0	1000	0	0	0	3
2	1	0	0.05	0	0	0	0	0	0	1000	0	0	0	3
3	2	0	0.075	0	0	0	0	0	0	1000	0	0	0	3
4	2	0	0.1	0	0	0	0	0	0	1000	0	0	0	3
5	3	0	0.125	0	0	0	0	0	0	1000	0	0	0	3
6	3	0	0.15	0	0	0	0	0	0	1000	0	0	0	3
7	3	0	0.175	0	0	0	0	0	0	1000	0	0	0	3
8	4	0	0.2	0	0	0	0	0	0	1000	0	0	0	3
9	4	0	0.225	0	0	0	0	0	0	1000	0	0	0	3
10	5	0	0.25	0	0	0	0	0	0	1000	0	0	0	3
11	5	0	0.275	0	0	0	0	0	0	1000	0	0	0	3
12	5	0	0.3	0	0	0	0	0	0	1000	0	0	0	3
13	6	0	0.325	0	0	0	0	0	0	1000	0	0	0	3
14	6	0	0.35	0	0	0	0	0	0	1000	0	0	0	3
15	6	0	0.375	0	0	0	0	0	0	1000	0	0	0	3
16	6	0	0.4	0	0	0	0	0	0	1000	0	0	0	3
17	7	0	0.425	0	0	0	0	0	0	1000	0	0	0	3
18	7	0	0.45	0	0	0	0	0	0	1000	0	0	0	3
19	7	0	0.475	0	0	0	0	0	0	1000	0	0	0	3
20	8	0	0.5	0	0	0	0	0	0	1000	0	0	0	3
21	8	0	0.525	0	0	0	0	0	0	1000	0	0	0	3
22	8	0	0.55	0	0	0	0	0	0	1000	0	0	0	3
23	9	0	0.575	0	0	0	0	0	0	1000	0	0	0	3
24	9	0	0.6	0	0	0	0	0	0	1000	0	0	0	3
25	9	0	0.625	0	0	0	0	0	0	1000	0	0	0	3
26	10	0	0.65	0	0	0	0	0	0	1000	0	0	0	3
27	10	0	0.675	0	0	0	0	0	0	1000	0	0	0	3
28	10	0	0.7	0	0	0	0	0	0	1000	0	0	0	3
29	11	0	0.725	0	0	0	0	0	0	1000	0	0	0	3
30	11	0	0.75	0	0	0	0	0	0	1000	0	0	0	3
31	12	0	0.775	0	0	0	0	0	0	1000	0	0	0	3
32	12	0	0.8	0	0	0	0	0	0	1000	0	0	0	3
33	12	0	0.825	0	0	0	0	0	0	1000	0	0	0	3
34	13	0	0.85	0	0	0	0	0	0	1000	0	0	0	3
35	13	0	0.875	0	0	0	0	0	0	1000	0	0	0	3
36	14	0	0.9	0	0	0	0	0	0	1000	0	0	0	3
37	14	0	0.925	0	0	0	0	0	0	1000	0	0	0	3
38	14	0	0.95	0	0	0	0	0	0	1000	0	0	0	3
39	15	0	0.975	0	0	0	0	0	0	1000	0	0	0	3
40	15	0	1	0	0	0	0	0	0.001	1000	0	0	0	3
41	15	0	1.025	0	0	0	0	0	0.001	1000	0	0	0	3
42	16	0	1.05	0	0	0	0	0	0.001	1000	0	0	0	3
43	16	0	1.075	0	0	0	0	0	0.001	1000	0	0	0	3
44	16	0	1.1	0	0	0	0	0	0.001	1000	0	0	0	3
45	17	0	1.125	0	0	0	0	0	0.001	1000	0	0	0	3
46	17	0	1.15	0	0	0	0	0	0.001	1000	0	0	0	3
47	17	0	1.175	0	0	0	0	0	0.001	1000	0	0	0	3
48	18	0	1.2	0	0	0	0	0	0.001	1000	0	0	0	3
49	18	0	1.225	0	0	0	0	0	0.001	1000	0	0	0	3
