Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	2	0	0.025	101273.447	101273.447	101273.447	101273.447	0	0	0	597.297	0	0	3
2	2	0	0.05	101273.322	101273.385	101273.322	101273.447	0.062834669	0	0	304.163	0	0	3
3	2	0	0.075	101273.395	101273.388	101273.322	101273.447	0.062834669	0	0	387.055	0	0	3
4	3	0	0.1	101273.537	101273.425	101273.322	101273.537	0.062834669	0	0	481.474	0	0	3
5	3	0	0.125	101273.62	101273.464	101273.322	101273.62	0.0798106455	0	0	535.168	0	0	3
6	3	0	0.15	101273.618	101273.49	101273.322	101273.62	0.10539168	0	0	563.659	0	0	3
7	4	0	0.175	101273.617	101273.508	101273.322	101273.62	0.123586434	0	0	583.355	0	0	3
8	4	0	0.2	101273.627	101273.523	101273.322	101273.627	0.138429891	0	0	591.253	0	0	3
9	5	0	0.225	101273.613	101273.533	101273.322	101273.627	0.148387237	0	0	594.395	0	0	3
10	5	0	0.25	101273.623	101273.542	101273.322	101273.627	0.157428106	0	0	601.452	0	0	3
11	5	0	0.275	101273.62	101273.549	101273.322	101273.627	0.164546608	0	0	601.662	0	0	3
12	6	0	0.3	101273.619	101273.555	101273.322	101273.627	0.170399988	0	0	601.748	0	0	3
13	6	0	0.325	101273.611	101273.559	101273.322	101273.627	0.174704851	0	0	596.782	0	0	3
14	6	0	0.35	101273.61	101273.563	101273.322	101273.627	0.178294452	0	0	591.798	0	0	3
15	7	0	0.375	101273.598	101273.565	101273.322	101273.627	0.180636579	0	0	584.169	0	0	3
16	7	0	0.4	101273.593	101273.567	101273.322	101273.627	0.182385985	0	0	575.995	0	0	3
17	7	0	0.425	101273.589	101273.568	101273.322	101273.627	0.183682984	0	0	570.441	0	0	3
18	8	0	0.45	101273.583	101273.569	101273.322	101273.627	0.184492812	0	0	561.714	0	0	3
19	8	0	0.475	101273.581	101273.57	101273.322	101273.627	0.185113679	0	0	553.233	0	0	3
20	8	0	0.5	101273.579	101273.57	101273.322	101273.627	0.185584077	0	0	544.416	0	0	3
21	9	0	0.525	101273.579	101273.577	101273.322	101273.627	0.192153274	0	0	535.26	0	0	3
22	9	0	0.55	101273.58	101273.59	101273.395	101273.627	0.20141135	0	0	530.438	0	0	3
