Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	2	0	0.025	7034.00655	7034.00655	7034.00655	7034.00655	0	0	0	0	0	0	3
2	2	0	0.05	34708.8462	20871.4264	7034.00655	34708.8462	13837.4198	0	0	0	0	0	3
3	2	0	0.075	44480.2354	28741.0294	7034.00655	44480.2354	21707.0228	0	0	0	0	0	3
4	3	0	0.1	49284.6455	33876.9334	7034.00655	49284.6455	26842.9269	0	0	0	0	0	3
5	3	0	0.125	50804.6584	37262.4784	7034.00655	50804.6584	30228.4719	0	0	0	0	0	3
6	3	0	0.15	51863.2506	39695.9404	7034.00655	51863.2506	32661.9339	0	0	0	0	0	3
7	4	0	0.175	51540.1891	41387.976	7034.00655	51863.2506	34353.9694	0	0	0	0	0	3
8	4	0	0.2	51578.2839	42661.7645	7034.00655	51863.2506	35627.7579	0	0	0	0	0	3
9	5	0	0.225	51717.7428	43667.9843	7034.00655	51863.2506	36633.9777	0	0	0	0	0	3
10	5	0	0.25	52139.1066	44515.0965	7034.00655	52139.1066	37481.09	0	0	0	0	0	3
11	5	0	0.275	52141.9544	45208.4472	7034.00655	52141.9544	38174.4407	0	0	0	0	0	3
12	6	0	0.3	52387.0248	45806.662	7034.00655	52387.0248	38772.6555	0	0	0	0	0	3
13	6	0	0.325	52284.4689	46304.9549	7034.00655	52387.0248	39270.9483	0	0	0	0	0	3
14	6	0	0.35	51794.0196	46697.0309	7034.00655	52387.0248	39663.0244	0	0	0	0	0	3
15	7	0	0.375	52682.8494	47096.0855	7034.00655	52682.8494	40062.0789	0	0	0	0	0	3
16	7	0	0.4	53661.2634	47506.4091	7034.00655	53661.2634	40472.4025	0	0	0	0	0	3
17	7	0	0.425	51850.1651	47761.9242	7034.00655	53661.2634	40727.9176	0	0	0	0	0	3
18	8	0	0.45	52135.7188	48004.9128	7034.00655	53661.2634	40970.9062	0	0	0	0	0	3
19	8	0	0.475	51868.3092	48208.2494	7034.00655	53661.2634	41174.2429	0	0	0	0	0	3
20	8	0	0.5	51977.8463	48396.7292	7034.00655	53661.2634	41362.7227	0	0	0	0	0	3
21	9	0	0.525	51747.7614	50632.417	34708.8462	53661.2634	18952.4172	0	0	0	0	0	3
22	9	0	0.55	51801.842	51487.0668	44480.2354	53661.2634	9181.02796	0	0	0	0	0	3
23	10	0	0.575	51706.3455	51848.3723	49284.6455	53661.2634	4376.6179	0	0	0	0	0	3
24	10	0	0.6	51984.8203	51983.381	50804.6584	53661.2634	2856.60504	0	0	0	0	0	3
25	10	0	0.625	51295.1549	52007.9059	51295.1549	53661.2634	2366.10851	0	0	0	0	0	3
26	11	0	0.65	52186.1688	52024.0518	51295.1549	53661.2634	2366.10851	0	0	0	0	0	3
27	11	0	0.675	51485.6694	52021.3258	51295.1549	53661.2634	2366.10851	0	0	0	0	0	3
28	11	0	0.7	51669.3448	52025.8788	51295.1549	53661.2634	2366.10851	0	0	0	0	0	3
29	12	0	0.725	51656.2373	52022.8035	51295.1549	53661.2634	2366.10851	0	0	0	0	0	3
30	12	0	0.75	52020.0885	52016.8526	51295.1549	53661.2634	2366.10851	0	0	0	0	0	3
31	12	0	0.775	51771.42	51998.3259	51295.1549	53661.2634	2366.10851	0	0	0	0	0	3
32	13	0	0.8	51842.2047	51971.0849	51295.1549	53661.2634	2366.10851	0	0	0	0	0	3
33	13	0	0.825	51942.2296	51953.9729	51295.1549	53661.2634	2366.10851	0	0	0	0	0	3
34	13	0	0.85	51882.6973	51958.4068	51295.1549	53661.2634	2366.10851	0	0	0	0	0	3
35	14	0	0.875	51751.5566	51911.8422	51295.1549	53661.2634	2366.10851	0	0	0	0	0	3
36	14	0	0.9	51727.7479	51815.1664	51295.1549	52186.1688	891.013876	0	0	0	0	0	3
37	14	0	0.925	51796.228	51812.4696	51295.1549	52186.1688	891.013876	0	0	0	0	0	3
38	15	0	0.95	51828.9227	51797.1298	51295.1549	52186.1688	891.013876	0	0	0	0	0	3
39	15	0	0.975	51775.3083	51792.4797	51295.1549	52186.1688	891.013876	0	0	0	0	0	3
40	15	0	1	52050.9842	51796.1366	51295.1549	52186.1688	891.013876	1181.48813	100	0	0	0	3
41	16	0	1.025	51815.2389	51799.5105	51295.1549	52186.1688	538.812036	1181.48813	100	0	0	0	3
42	16	0	1.05	51720.9961	51795.4682	51295.1549	52186.1688	233.399109	1181.48813	100	0	0	0	3
43	16	0	1.075	51644.1805	51792.3599	51295.1549	52186.1688	233.51888	1181.48813	100	0	0	0	3
44	17	0	1.1	51824.2003	51793.8761	51295.1549	52186.1688	233.51888	1181.48813	100	0	0	0	3
45	17	0	1.125	51784.5734	51784.3406	51295.1549	52186.1688	241.538242	1181.48813	100	0	0	0	3
46	17	0	1.15	51747.7559	51805.893	51485.6694	52186.1688	241.538242	1181.48813	100	0	0	0	3
47	18	0	1.175	51842.5494	51789.5302	51485.6694	52050.9842	241.538242	1181.48813	100	0	0	0	3
48	18	0	1.2	51996.2397	51813.843	51644.1805	52050.9842	241.538242	1181.48813	100	0	0	0	3
49	18	0	1.225	51823.8711	51821.2014	51644.1805	52050.9842	238.462966	1181.48813	100	0	0	0	3
50	19	0	1.25	51770.5977	51826.6472	51644.1805	52050.9842	232.512058	1181.48813	100	0	0	0	3
51	19	0	1.275	51898.3639	51820.8508	51644.1805	52050.9842	213.985341	1181.48813	100	0	0	0	3
52	20	0	1.3	51944.9304	51829.1132	51644.1805	52050.9842	186.744335	1181.48813	100	0	0	0	3
53	20	0	1.325	51596.6792	51817.4215	51596.6792	52050.9842	174.066253	1181.48813	100	0	0	0	3
54	21	0	1.35	51907.5611	51815.7706	51596.6792	52050.9842	174.066253	1181.48813	100	0	0	0	3
55	21	0	1.375	51715.3026	51807.7994	51596.6792	52050.9842	127.501612	1181.48813	100	0	0	0	3
56	21	0	1.4	51668.6693	51803.8524	51596.6792	52050.9842	44.7725874	1181.48813	100	0	0	0	3
57	22	0	1.425	52821.4557	51855.9337	51596.6792	52821.4557	71.5931528	1181.48813	100	0	0	0	3
58	22	0	1.45	52134.9658	51872.0641	51596.6792	52821.4557	87.7235255	1181.48813	100	0	0	0	3
59	22	0	1.475	51912.6004	51876.0488	51596.6792	52821.4557	91.7081769	1181.48813	100	0	0	0	3
60	23	0	1.5	51902.7337	51882.1166	51596.6792	52821.4557	97.7760547	1181.48813	100	0	0	0	3
61	23	0	1.525	51926.4738	51876.1876	51596.6792	52821.4557	97.7760547	1181.48813	100	0	0	0	3
62	23	0	1.55	51838.4278	51877.2918	51596.6792	52821.4557	97.7760547	1181.48813	100	0	0	0	3
63	24	0	1.575	51915.4317	51886.5506	51596.6792	52821.4557	102.210057	1181.48813	100	0	0	0	3
64	24	0	1.6	51865.998	51897.1134	51596.6792	52821.4557	112.772796	1181.48813	100	0	0	0	3
65	24	0	1.625	51771.0022	51894.5801	51596.6792	52821.4557	112.772796	1181.48813	100	0	0	0	3
66	25	0	1.65	52040.1358	51906.7498	51596.6792	52821.4557	117.219595	1181.48813	100	0	0	0	3
67	25	0	1.675	51867.0041	51912.4283	51596.6792	52821.4557	122.898079	1181.48813	100	0	0	0	3
68	25	0	1.7	51975.5036	51918.7594	51596.6792	52821.4557	114.907004	1181.48813	100	0	0	0	3
69	26	0	1.725	51565.0787	51898.2279	51565.0787	52821.4557	114.907004	1181.48813	100	0	0	0	3
70	26	0	1.75	52226.8841	51917.419	51565.0787	52821.4557	114.907004	1181.48813	100	0	0	0	3
71	26	0	1.775	51668.5837	51912.5612	51565.0787	52821.4557	114.907004	1181.48813	100	0	0	0	3
72	27	0	1.8	52322.3482	51932.751	51565.0787	52821.4557	128.898543	1181.48813	100	0	0	0	3
73	27	0	1.825	51626.9521	51917.6091	51565.0787	52821.4557	128.898543	1181.48813	100	0	0	0	3
74	27	0	1.85	52271.6361	51949.7499	51565.0787	52821.4557	145.897524	1181.48813	100	0	0	0	3
75	28	0	1.875	51971.698	51952.8041	51565.0787	52821.4557	148.95166	1181.48813	100	0	0	0	3
76	28	0	1.9	52000.3299	51966.3768	51565.0787	52821.4557	162.524387	1181.48813	100	0	0	0	3
77	28	0	1.925	51822.4729	51973.7008	51565.0787	52821.4557	117.767046	1181.48813	100	0	0	0	3
78	29	0	1.95	52002.6146	51934.7083	51565.0787	52322.3482	101.636674	1181.48813	100	0	0	0	3
79	29	0	1.975	51832.8901	51920.3238	51565.0787	52322.3482	97.6520223	1181.48813	100	0	0	0	3
80	29	0	2	51784.1059	51914.205	51565.0787	52322.3482	97.5132115	1181.48813	100	0	0	0	3
81	30	0	2.025	51943.3494	51916.1391	51565.0787	52322.3482	97.5132115	1181.48813	100	0	0	0	3
82	30	0	2.05	51965.6894	51918.0065	51565.0787	52322.3482	96.4089784	1181.48813	100	0	0	0	3
83	31	0	2.075	51889.3714	51920.4324	51565.0787	52322.3482	87.1501422	1181.48813	100	0	0	0	3
84	31	0	2.1	51823.6362	51916.0612	51565.0787	52322.3482	79.1206453	1181.48813	100	0	0	0	3
85	31	0	2.125	52013.8211	51923.1004	51565.0787	52322.3482	79.1206453	1181.48813	100	0	0	0	3
86	32	0	2.15	52094.7166	51938.5153	51565.0787	52322.3482	75.4728449	1181.48813	100	0	0	0	3
87	32	0	2.175	51965.4048	51934.9567	51565.0787	52322.3482	75.4728449	1181.48813	100	0	0	0	3
88	32	0	2.2	51897.3688	51936.4027	51565.0787	52322.3482	75.4728449	1181.48813	100	0	0	0	3
89	33	0	2.225	51929.4768	51934.2109	51565.0787	52322.3482	75.4728449	1181.48813	100	0	0	0	3
90	33	0	2.25	51818.5481	51946.2809	51626.9521	52322.3482	61.1395566	1181.48813	100	0	0	0	3
91	33	0	2.275	51975.2951	51934.3004	51626.9521	52322.3482	61.1395566	1181.48813	100	0	0	0	3
92	34	0	2.3	51792.8489	51940.2178	51626.9521	52322.3482	59.4957779	1181.48813	100	0	0	0	3
93	34	0	2.325	51918.72	51920.9974	51626.9521	52271.6361	59.4957779	1181.48813	100	0	0	0	3
94	34	0	2.35	51953.2747	51936.5366	51784.1059	52271.6361	59.4957779	1181.48813	100	0	0	0	3
95	35	0	2.375	52038.841	51925.4511	51784.1059	52094.7166	59.4957779	1181.48813	100	0	0	0	3
96	35	0	2.4	51804.2021	51917.4751	51784.1059	52094.7166	59.4957779	1181.48813	100	0	0	0	3
97	35	0	2.425	51935.3138	51914.3791	51784.1059	52094.7166	59.4957779	1181.48813	100	0	0	0	3
98	36	0	2.45	51812.3098	51913.8952	51784.1059	52094.7166	32.3856921	1181.48813	100	0	0	0	3
99	36	0	2.475	52072.9399	51917.244	51784.1059	52094.7166	32.3856921	1181.48813	100	0	0	0	3
100	36	0	2.5	51390.6916	51896.1869	51390.6916	52094.7166	50.0939413	1181.48813	100	0	0	0	3
101	37	0	2.525	52164.2639	51914.2897	51390.6916	52164.2639	50.0939413	1181.48813	100	0	0	0	3
102	37	0	2.55	51532.9397	51894.7464	51390.6916	52164.2639	51.5344993	1181.48813	100	0	0	0	3
103	38	0	2.575	52362.9416	51913.6631	51390.6916	52362.9416	51.5344993	1181.48813	100	0	0	0	3
104	38	0	2.6	51477.4255	51894.0467	51390.6916	52362.9416	52.2341969	1181.48813	100	0	0	0	3
105	38	0	2.625	51938.2771	51899.5058	51390.6916	52362.9416	52.2341969	1181.48813	100	0	0	0	3
106	39	0	2.65	51866.5022	51892.4906	51390.6916	52362.9416	53.790291	1181.48813	100	0	0	0	3
107	39	0	2.675	51976.8427	51886.8775	51390.6916	52362.9416	59.4033378	1181.48813	100	0	0	0	3
108	40	0	2.7	51708.7319	51874.655	51390.6916	52362.9416	71.6258568	1181.48813	100	0	0	0	3
109	40	0	2.725	53592.5129	51955.3762	51390.6916	53592.5129	80.7211471	1181.48813	100	0	0	0	3
110	41	0	2.75	52594.8716	51987.0616	51390.6916	53592.5129	112.406614	1181.48813	100	0	0	0	3
111	41	0	2.775	52158.2398	52003.2374	51390.6916	53592.5129	128.582409	1181.48813	100	0	0	0	3
112	41	0	2.8	51915.8275	52000.4056	51390.6916	53592.5129	128.582409	1181.48813	100	0	0	0	3
113	42	0	2.825	51994.3233	52009.9996	51390.6916	53592.5129	135.344636	1181.48813	100	0	0	0	3
114	42	0	2.85	51585.99	51994.1554	51390.6916	53592.5129	135.344636	1181.48813	100	0	0	0	3
115	42	0	2.875	51642.78	51979.3699	51390.6916	53592.5129	135.344636	1181.48813	100	0	0	0	3
116	43	0	2.9	52016.3196	51978.2974	51390.6916	53592.5129	135.344636	1181.48813	100	0	0	0	3
117	43	0	2.925	52012.8561	51988.2334	51390.6916	53592.5129	135.344636	1181.48813	100	0	0	0	3
118	43	0	2.95	51860.2846	51984.6605	51390.6916	53592.5129	135.344636	1181.48813	100	0	0	0	3
119	44	0	2.975	52704.6327	52027.1521	51390.6916	53592.5129	152.49709	1181.48813	100	0	0	0	3
