Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	2	0	0.025	298.618793	298.618793	298.618793	298.618793	0	0	0	28.0906	0	0	3
2	2	0	0.05	303.211207	300.915	298.618793	303.211207	2.29620721	0	0	55.4846	0	0	3
3	2	0	0.075	307.24281	303.02427	298.618793	307.24281	4.4054771	0	0	75.543	0	0	3
4	3	0	0.1	310.494073	304.891721	298.618793	310.494073	6.27292773	0	0	73.1344	0	0	3
5	3	0	0.125	313.210713	306.555519	298.618793	313.210713	7.93672611	0	0	85.0481	0	0	3
6	3	0	0.15	315.266055	308.007275	298.618793	315.266055	9.38848202	0	0	81.9193	0	0	3
7	4	0	0.175	316.766854	309.258643	298.618793	316.766854	10.6398504	0	0	100.505	0	0	3
8	4	0	0.2	317.75472	310.320653	298.618793	317.75472	11.70186	0	0	116.065	0	0	3
9	5	0	0.225	318.420009	311.220581	298.618793	318.420009	12.6017885	0	0	130.188	0	0	3
10	5	0	0.25	318.824379	311.980961	298.618793	318.824379	13.3621683	0	0	142.631	0	0	3
11	5	0	0.275	319.279994	312.64451	298.618793	319.279994	14.0257167	0	0	151.151	0	0	3
12	6	0	0.3	319.314328	313.200328	298.618793	319.314328	14.581535	0	0	137.301	0	0	3
13	6	0	0.325	319.542806	313.688211	298.618793	319.542806	15.0694179	0	0	140.094	0	0	3
14	6	0	0.35	319.851487	314.128445	298.618793	319.851487	15.5096519	0	0	123.613	0	0	3
15	7	0	0.375	319.544538	314.489518	298.618793	319.851487	15.8707248	0	0	117.287	0	0	3
16	7	0	0.4	319.645429	314.811762	298.618793	319.851487	16.1929692	0	0	109.445	0	0	3
17	7	0	0.425	319.9085	315.11157	298.618793	319.9085	16.4927773	0	0	89.4088	0	0	3
18	8	0	0.45	320.18244	315.393285	298.618793	320.18244	16.7744923	0	0	96.6365	0	0	3
19	8	0	0.475	320.425006	315.658113	298.618793	320.425006	17.0393198	0	0	103.232	0	0	3
20	8	0	0.5	320.461694	315.898292	298.618793	320.461694	17.2794988	0	0	91.9798	0	0	3
21	9	0	0.525	320.640112	316.999358	303.211207	320.640112	16.0843576	0	0	89.9772	0	0	3
22	9	0	0.55	320.847214	317.881158	307.24281	320.847214	13.6044037	0	0	92.0009	0	0	3
23	10	0	0.575	320.815433	318.559789	310.494073	320.847214	10.353141	0	0	93.1434	0	0	3
24	10	0	0.6	320.955611	319.082866	313.210713	320.955611	7.74489806	0	0	92.7999	0	0	3
25	10	0	0.625	321.196234	319.482142	315.266055	321.196234	5.93017903	0	0	97.2482	0	0	3
26	11	0	0.65	321.321698	319.784924	316.766854	321.321698	4.55484386	0	0	89.1185	0	0	3
27	11	0	0.675	321.578097	320.025486	317.75472	321.578097	3.82337703	0	0	110.736	0	0	3
28	11	0	0.7	321.810969	320.228299	318.420009	321.810969	3.3909601	0	0	138.557	0	0	3
29	12	0	0.725	322.039315	320.409264	318.824379	322.039315	3.21493533	0	0	153.574	0	0	3
30	12	0	0.75	322.052923	320.570691	319.279994	322.052923	2.77292923	0	0	147.27	0	0	3
31	12	0	0.775	322.313406	320.722362	319.314328	322.313406	2.99907808	0	0	162.104	0	0	3
32	13	0	0.8	322.657943	320.889543	319.542806	322.657943	3.115137	0	0	174.911	0	0	3
33	13	0	0.825	322.860972	321.055451	319.544538	322.860972	3.31643414	0	0	179.437	0	0	3
34	13	0	0.85	322.870554	321.206404	319.544538	322.870554	3.32601588	0	0	183.551	0	0	3
35	14	0	0.875	323.082084	321.383282	319.645429	323.082084	3.43665543	0	0	190.802	0	0	3
36	14	0	0.9	323.485905	321.575305	319.9085	323.485905	3.57740435	0	0	213.519	0	0	3
37	14	0	0.925	323.788341	321.769298	320.18244	323.788341	3.60590039	0	0	229.147	0	0	3
38	15	0	0.95	323.997672	321.960059	320.425006	323.997672	3.5726657	0	0	233.59	0	0	3
39	15	0	0.975	324.324036	322.155011	320.461694	324.324036	3.86234198	0	0	238	0	0	3
40	15	0	1	324.438295	322.353841	320.640112	324.438295	3.79818375	2.21285266	58.2	235.624	0	0	3
41	16	0	1.025	324.576526	322.550661	320.815433	324.576526	3.76109234	2.23064122	59.3	240.298	0	0	3
42	16	0	1.05	324.906096	322.753605	320.815433	324.906096	4.09066281	2.2518471	55	237.69	0	0	3
43	16	0	1.075	325.004694	322.963069	320.955611	325.004694	3.88020243	2.21285266	57	239.301	0	0	3
44	17	0	1.1	325.362245	323.077315	320.955611	325.362245	3.99444893	2.21285266	55.3	233.805	0	0	3
45	17	0	1.125	325.716228	323.304011	321.196234	325.716228	3.82186897	2.21285266	57.8	235.895	0	0	3
46	17	0	1.15	326.089015	323.537001	321.321698	326.089015	3.75207642	2.21285266	58.9	206.04	0	0	3
47	18	0	1.175	326.250329	323.771697	321.578097	326.250329	3.74621098	2.21285266	59	194.854	0	0	3
48	18	0	1.2	326.20125	323.991848	321.810969	326.250329	3.76354863	2.21285266	58.7	191.551	0	0	3
49	18	0	1.225	326.391877	324.209986	322.039315	326.391877	3.8007218	2.21285266	58.2	179.559	0	0	3
